N0582,N0816,N1594,N1882,N2550,N3375
0.161,0.134,0.294,0.076,0.113,0.522
0.146,0.131,0.295,0.074,0.114,0.414
0.14,0.135,0.458,0.074,0.113,0.408
0.139,0.134,0.304,0.067,0.114,0.254
0.139,0.132,0.572,0.066,0.113,0.253
0.141,0.276,0.334,0.194,0.115,0.367
0.139,0.152,0.387,0.154,0.115,0.243
0.14,0.146,0.702,0.195,0.114,0.209
0.161,0.172,0.468,0.187,0.115,0.109
0.139,0.295,0.295,0.177,0.114,0.261
0.118,0.291,1.01,0.15,0.112,0.245
0.144,0.283,0.703,0.1,0.111,0.302
0.16,0.4,0.331,0.226,0.111,0.316
0.139,0.384,0.281,0.523,0.112,0.253
0.236,0.282,0.327,0.601,0.111,0.218
0.336,0.288,0.278,0.613,0.13,0.366
0.352,0.279,0.326,0.669,0.112,0.316
0.207,0.265,0.415,0.159,0.111,0.235
0.206,0.284,0.318,0.221,0.113,0.343
0.205,0.261,0.337,0.216,0.113,0.287
0.224,0.333,0.334,0.28,0.112,0.283
0.28,0.24,0.414,0.29,0.114,0.165
0.213,0.251,0.327,0.123,0.112,0.161
0.232,0.16,0.313,0.07,0.114,0.169
0.362,0.142,0.138,0.069,0.182,0.114
0.266,0.139,0.174,0.073,0.432,0.124
0.208,0.137,0.131,0.079,0.378,0.089
0.195,0.141,0.168,0.081,0.34,0.082
0.201,0.137,0.159,0.133,0.38,0.078
0.187,0.137,0.156,0.132,0.292,0.093
0.187,0.133,0.149,0.153,0.268,0.085
0.199,0.136,0.158,0.158,0.23,0.092
0.192,0.135,0.155,0.151,0.134,0.076
0.183,0.133,0.146,0.142,0.135,0.075
0.182,0.136,0.15,0.066,0.135,0.081
0.198,0.132,0.16,0.071,0.135,0.072
0.191,0.401,0.22,0.071,0.134,0.079
0.329,0.231,0.214,0.062,0.135,0.094
0.274,0.206,0.379,0.061,0.133,0.238
0.183,0.285,0.338,0.066,0.134,0.103
0.413,0.167,0.356,0.179,0.165,0.27
0.2,0.258,0.647,0.132,0.138,0.25
0.371,0.236,0.353,0.152,0.132,0.17
0.433,0.158,0.448,0.152,0.131,0.263
0.259,0.139,0.454,0.154,0.134,0.208
0.211,0.138,0.413,0.147,0.132,0.326
0.161,0.137,0.367,0.13,0.133,0.253
0.164,0.134,0.299,0.068,0.132,0.287
0.175,0.136,0.386,0.074,0.133,0.242
0.138,0.135,0.312,0.069,0.132,0.215
0.137,0.134,0.351,0.064,0.133,0.267
0.146,0.135,0.313,0.069,0.139,0.203
0.151,0.135,0.243,0.073,0.216,0.197
0.138,0.131,0.341,0.067,0.306,0.203
0.138,0.135,0.377,0.193,0.173,0.304
0.146,0.134,0.647,0.202,0.434,0.155
0.152,0.134,0.342,0.196,0.227,0.073
0.138,0.135,0.439,0.259,0.343,0.275
0.139,0.13,1.243,0.207,0.247,0.2
0.145,0.298,0.476,0.18,0.948,0.204
0.154,0.196,0.651,0.218,1.191,0.191
0.139,0.389,0.51,0.116,1.079,0.087
0.138,0.395,0.987,0.118,0.473,0.221
0.138,0.275,0.315,0.104,0.128,0.21
0.159,0.27,0.354,0.104,0.127,0.299
0.26,0.27,0.362,0.22,0.125,0.229
0.189,0.264,0.391,0.202,0.124,0.247
0.202,0.269,0.329,0.251,0.126,0.291
0.419,0.265,0.343,0.231,0.124,0.365
0.202,0.422,0.426,0.23,0.126,0.23
0.263,0.283,0.329,0.088,0.126,0.189
0.207,0.284,0.25,0.068,0.127,0.147
0.209,0.282,0.147,0.072,0.273,0.121
0.236,0.283,0.186,0.065,0.421,0.104
0.298,0.27,0.128,0.062,0.282,0.089
0.182,0.185,0.185,0.073,0.28,0.093
0.198,0.185,0.13,0.119,0.329,0.088
0.185,0.206,0.179,0.15,0.268,0.082
0.155,0.225,0.13,0.145,0.238,0.093
0.164,0.172,0.187,0.151,0.241,0.082
0.159,0.166,0.15,0.147,0.221,0.079
0.164,0.163,0.156,0.065,0.223,0.089
0.194,0.164,0.14,0.065,0.137,0.083
0.172,0.161,0.15,0.071,0.139,0.076
0.146,0.336,0.248,0.069,0.137,0.072
0.286,0.186,0.316,0.061,0.138,0.106
0.199,0.337,0.232,0.064,0.137,0.216
0.257,0.207,0.303,0.069,0.135,0.128
0.457,0.207,0.265,0.248,0.155,0.487
0.257,0.303,0.227,0.181,0.133,0.462
1.006,0.171,0.259,0.158,0.133,0.311
0.315,0.137,0.266,0.178,0.134,0.29
0.213,0.134,0.227,0.194,0.133,0.697
0.197,0.133,0.382,0.112,0.133,0.499
0.17,0.132,0.329,0.079,0.134,0.38
0.18,0.135,0.253,0.077,0.133,0.252
0.173,0.133,0.365,0.068,0.133,0.329
0.16,0.132,0.238,0.066,0.134,0.371
0.16,0.134,0.283,0.072,0.136,0.241
0.156,0.13,0.228,0.074,0.204,0.202
0.128,0.26,0.421,0.096,0.175,0.233
0.129,0.191,0.289,0.151,0.169,0.366
0.13,0.124,0.24,0.268,0.259,0.307
0.297,0.123,0.179,0.217,0.161,0.192
0.164,0.127,0.182,0.209,0.168,0.207
0.163,0.211,0.206,0.265,0.216,0.22
0.161,0.38,0.203,0.141,0.193,0.157
0.161,0.264,0.417,0.131,0.149,0.211
0.161,0.32,0.27,0.132,0.153,0.325
0.173,0.262,0.595,0.144,0.206,0.226
0.344,0.382,0.309,0.141,0.171,0.229
0.213,0.284,0.337,0.226,0.157,0.28
0.222,0.272,0.402,0.106,0.163,0.256
0.31,1.101,0.298,0.184,0.207,0.257
0.237,0.366,0.275,0.188,0.299,0.232
0.215,0.376,0.295,0.223,0.157,0.297
0.227,0.361,0.391,0.323,0.343,0.253
0.355,0.357,0.281,0.23,0.317,0.207
0.305,0.365,0.334,0.194,0.366,0.199
0.3,0.362,0.218,0.162,0.261,0.163
0.244,0.278,0.165,0.155,0.231,0.126
0.159,0.169,0.189,0.148,0.247,0.106
0.169,0.18,0.129,0.156,0.32,0.082
0.193,0.176,0.19,0.158,0.231,0.079
0.192,0.171,0.159,0.154,0.233,0.083
0.192,0.172,0.166,0.152,0.242,0.092
0.192,0.169,0.17,0.15,0.234,0.084
0.195,0.171,0.14,0.158,0.234,0.083
0.158,0.171,0.174,0.15,0.224,0.078
0.168,0.171,0.141,0.146,0.139,0.075
0.181,0.17,0.171,0.15,0.141,0.078
0.186,0.171,0.154,0.155,0.139,0.083
0.188,0.379,0.302,0.147,0.138,0.085
0.149,0.263,0.18,0.144,0.135,0.096
0.226,0.332,0.283,0.146,0.133,0.226
0.334,0.288,0.506,0.151,0.135,0.079
0.244,0.165,0.753,0.266,0.165,0.32
0.166,0.232,0.389,0.07,0.14,0.414
0.21,0.16,0.715,0.132,0.137,0.331
0.161,0.23,1.323,0.068,0.137,0.3
0.16,0.12,0.797,0.06,0.137,0.284
0.16,0.137,0.37,0.059,0.17,0.65
0.16,0.172,0.259,0.063,0.154,0.419
0.16,0.201,0.271,0.067,0.156,0.32
0.105,0.27,0.313,0.06,0.156,0.28
0.128,0.16,0.28,0.059,0.161,0.3
0.135,0.161,0.248,0.059,0.156,0.723
0.142,0.243,0.283,0.126,0.164,0.462
0.161,0.154,0.249,0.106,0.154,0.41
0.159,0.163,0.41,0.072,0.157,0.281
0.166,0.289,0.332,0.068,0.163,0.323
0.138,0.198,0.597,0.07,0.157,0.23
0.127,0.242,0.576,0.065,0.164,0.223
0.127,0.247,0.593,0.06,0.196,0.219
0.141,0.266,0.553,0.062,0.193,0.17
0.14,0.277,0.54,0.218,0.199,0.279
0.161,0.293,0.827,0.175,0.154,0.249
0.171,0.303,0.62,0.107,0.172,0.193
0.189,0.274,0.562,0.107,0.183,0.202
0.18,0.41,0.258,0.114,0.162,0.268
0.175,0.265,0.335,0.109,0.159,0.219
0.139,0.258,0.302,0.104,0.157,0.238
0.145,1.05,0.3,0.108,0.157,0.241
0.196,0.275,0.303,0.206,0.158,0.341
0.217,0.32,0.403,0.121,0.157,0.365
0.617,0.31,0.273,0.136,0.184,0.305
0.299,0.358,0.295,0.099,0.402,0.169
0.313,0.29,0.289,0.072,0.398,0.14
0.253,0.265,0.233,0.062,0.335,0.126
0.252,0.28,0.152,0.064,0.379,0.076
0.36,0.234,0.147,0.071,0.443,0.087
0.264,0.14,0.167,0.071,0.402,0.075
0.264,0.133,0.138,0.063,0.484,0.083
0.261,0.134,0.174,0.063,0.291,0.081
0.289,0.134,0.13,0.066,0.297,0.076
0.283,0.134,0.165,0.075,0.296,0.079
0.242,0.131,0.134,0.069,0.29,0.082
0.224,0.134,0.146,0.139,0.239,0.072
0.126,0.134,0.146,0.089,0.137,0.069
0.158,0.13,0.145,0.067,0.138,0.071
0.168,0.374,0.151,0.066,0.138,0.061
0.148,0.21,0.235,0.067,0.137,0.074
0.107,0.273,0.296,0.071,0.137,0.072
0.124,0.599,0.218,0.067,0.139,0.073
0.155,0.161,0.33,0.061,0.181,0.064
0.137,0.148,0.203,0.209,0.159,0.078
0.116,0.152,0.337,0.079,0.158,0.121
0.123,0.149,0.293,0.517,0.173,0.521
0.161,0.151,0.4,0.496,0.164,0.309
0.124,0.695,0.284,0.108,0.162,0.583
0.124,0.202,0.376,0.108,0.159,0.774
0.107,0.124,0.28,0.069,0.166,0.32
0.311,0.209,0.579,0.068,0.15,0.508
0.233,0.092,0.256,0.062,0.156,0.52
0.27,0.219,0.262,0.062,0.195,0.691
0.238,0.233,0.266,0.063,0.172,0.329
0.317,0.179,0.257,0.137,0.181,0.24
0.222,0.174,0.272,0.325,0.2,0.469
0.28,0.139,0.325,0.071,0.168,0.428
0.26,0.371,0.28,0.071,0.162,0.626
0.251,0.256,0.297,0.066,0.159,0.244
0.251,0.327,0.276,0.175,0.159,0.425
0.249,0.255,0.241,0.116,0.155,0.096
0.265,0.253,0.394,0.116,0.156,0.091
0.313,0.321,0.582,0.119,0.155,0.434
0.283,0.396,0.41,0.095,0.155,0.262
0.198,0.447,0.437,0.139,0.155,0.203
0.21,0.453,0.248,0.095,0.154,0.22
0.274,0.241,0.28,0.068,0.171,0.305
0.232,0.247,0.265,0.071,0.155,0.257
0.287,0.101,0.37,0.07,0.156,0.374
0.263,0.142,0.281,0.069,0.155,0.416
0.244,0.138,0.29,0.068,0.304,0.457
0.245,0.136,0.286,0.068,0.342,0.406
0.243,0.138,0.294,0.065,0.358,0.373
0.282,0.139,0.287,0.07,0.426,0.376
0.307,0.14,0.253,0.071,0.359,0.276
0.364,0.134,0.148,0.065,0.418,0.117
0.26,0.135,0.155,0.067,0.358,0.117
0.227,0.135,0.146,0.066,0.367,0.085
0.218,0.132,0.143,0.068,0.42,0.081
0.23,0.134,0.162,0.068,0.362,0.08
0.168,0.135,0.151,0.069,0.365,0.079
0.154,0.136,0.14,0.067,0.365,0.079
0.148,0.131,0.151,0.068,0.272,0.08
0.162,0.125,0.149,0.064,0.245,0.078
0.164,0.093,0.135,0.064,0.252,0.075
0.151,0.091,0.145,0.064,0.25,0.078
0.157,0.115,0.148,0.064,0.257,0.077
0.123,0.136,0.131,0.063,0.245,0.073
0.134,0.135,0.312,0.063,0.136,0.068
0.245,0.131,0.263,0.064,0.137,0.067
0.266,0.134,0.301,0.065,0.169,0.065
0.191,0.134,0.215,0.066,0.14,0.065
0.166,0.131,0.358,0.189,0.134,0.078
0.241,0.134,0.318,0.106,0.138,0.083
0.212,0.134,0.306,0.06,0.138,0.598
0.121,0.135,0.67,0.06,0.138,0.359
0.16,0.131,0.203,0.148,0.138,0.228
0.174,0.136,0.21,0.161,0.137,0.255
0.308,0.136,0.186,0.169,0.135,0.382
0.237,0.133,0.394,0.361,0.136,1.189
0.563,0.135,0.281,0.244,0.138,0.757
0.309,0.137,0.271,0.265,0.137,0.269
0.327,0.137,0.244,0.249,0.136,0.626
0.443,0.135,0.302,0.273,0.137,0.326
0.33,0.119,0.38,0.24,0.133,0.336
0.34,0.094,0.604,0.255,0.134,0.811
0.319,0.091,0.415,0.261,0.133,0.124
0.284,0.128,0.269,0.303,0.134,0.115
0.279,0.135,1.106,0.205,0.133,0.691
0.314,0.134,1.26,0.266,0.205,0.634
0.475,0.132,0.298,0.211,0.248,0.209
0.337,0.133,0.677,0.205,0.186,0.536
0.304,0.311,0.428,0.158,0.181,0.601
0.4,0.301,0.918,0.149,0.183,0.387
0.323,0.295,0.293,0.149,0.179,0.391
0.307,0.305,0.345,0.154,0.198,0.385
0.23,0.323,0.379,0.154,0.286,0.323
0.247,0.226,0.306,0.152,0.29,0.378
0.261,0.218,0.278,0.146,0.376,0.402
0.24,0.279,0.305,0.145,0.312,0.39
0.233,0.306,0.275,0.147,0.269,0.199
0.269,0.286,0.237,0.16,0.228,0.199
0.238,0.213,0.15,0.154,0.223,0.208
0.201,0.131,0.137,0.146,0.17,0.121
0.212,0.127,0.165,0.16,0.167,0.107
0.192,0.126,0.142,0.143,0.162,0.08
0.191,0.124,0.145,0.146,0.21,0.078
0.166,0.125,0.138,0.147,0.158,0.089
0.126,0.125,0.172,0.147,0.158,0.079
0.165,0.124,0.131,0.141,0.17,0.078
0.11,0.124,0.155,0.141,0.158,0.078
0.143,0.123,0.142,0.085,0.159,0.08
0.148,0.121,0.138,0.065,0.158,0.082
0.189,0.124,0.141,0.069,0.145,0.077
0.134,0.123,0.224,0.069,0.145,0.07
0.256,0.125,0.209,0.065,0.145,0.085
0.152,0.271,0.372,0.061,0.145,0.271
0.154,0.097,0.306,0.06,0.145,0.231
0.332,0.085,0.225,0.18,0.19,0.277
0.194,0.082,0.624,0.117,0.144,0.281
0.294,0.126,0.362,0.074,0.144,0.235
0.972,0.125,0.363,0.14,0.145,0.217
0.279,0.124,0.471,0.15,0.144,0.909
0.147,0.121,0.301,0.146,0.144,0.118
0.145,0.121,0.223,0.142,0.144,0.111
0.132,0.124,0.218,0.082,0.145,0.115
0.155,0.122,0.375,0.07,0.143,0.141
0.116,0.122,0.216,0.071,0.144,0.197
0.081,0.112,0.5,0.066,0.144,0.351
0.114,0.544,0.268,0.065,0.145,0.152
0.109,0.359,0.223,0.067,0.144,0.196
0.105,0.17,0.289,0.248,0.144,0.197
0.08,0.83,0.279,0.128,0.144,0.185
0.131,0.821,0.594,0.244,0.145,0.324
0.125,0.673,0.231,0.692,0.144,0.086
0.112,0.319,0.215,0.754,0.144,0.267
0.104,0.375,0.689,0.255,0.144,0.333
0.086,0.294,1.306,0.209,0.146,0.276
0.135,0.343,0.44,0.147,0.145,0.115
0.115,0.285,0.266,0.132,0.22,0.315
0.241,0.358,0.237,0.178,0.294,0.92
0.184,1.175,0.283,0.725,0.136,1.02
0.227,0.315,0.26,0.591,0.146,0.237
0.317,0.303,0.378,0.653,0.134,0.249
0.274,0.478,0.287,0.634,0.132,0.532
0.404,0.315,0.303,0.605,0.18,0.398
0.226,0.233,0.278,0.63,0.313,0.353
0.235,0.394,0.298,0.292,0.306,0.362
0.203,0.349,0.283,0.185,0.276,0.123
0.212,0.274,0.29,0.144,0.353,0.079
0.228,0.147,0.253,0.139,0.346,0.079
0.111,0.144,0.153,0.14,0.364,0.112
0.116,0.143,0.144,0.09,0.451,0.147
0.112,0.136,0.147,0.067,0.368,0.109
0.132,0.136,0.159,0.069,0.399,0.094
0.108,0.136,0.136,0.072,0.249,0.081
0.088,0.137,0.148,0.067,0.24,0.083
0.107,0.097,0.161,0.064,0.241,0.076
0.111,0.091,0.141,0.064,0.191,0.068
0.124,0.117,0.138,0.063,0.179,0.07
0.112,0.138,0.251,0.063,0.18,0.068
0.135,0.135,0.147,0.063,0.174,0.063
0.144,0.268,0.252,0.083,0.181,0.067
0.231,0.167,0.209,0.15,0.28,0.076
0.93,0.287,0.213,0.149,0.187,0.216
0.252,0.088,0.42,0.142,0.148,0.096
0.343,0.096,0.587,0.275,0.18,0.291
0.207,0.13,0.86,0.147,0.147,0.264
0.407,0.129,0.323,0.094,0.152,0.256
0.227,0.126,0.333,0.067,0.145,0.203
0.171,0.125,0.384,0.07,0.145,0.396
0.164,0.127,0.343,0.073,0.145,0.267
0.1,0.126,0.238,0.074,0.145,0.066
0.117,0.126,0.315,0.067,0.145,0.066
0.128,0.126,0.251,0.065,0.147,0.064
0.128,0.125,0.229,0.065,0.145,0.063
0.139,0.125,0.321,0.066,0.146,0.115
0.084,0.123,0.244,0.124,0.247,0.262
0.107,0.123,0.231,0.157,0.331,0.227
0.088,0.086,0.309,0.28,0.25,0.324
0.139,0.086,0.169,0.189,0.183,0.228
0.119,0.107,0.157,0.166,0.158,0.17
0.083,0.129,0.239,0.146,0.151,0.079
0.107,0.327,0.208,0.118,0.137,0.078
0.129,0.228,0.996,0.173,0.136,0.079
0.109,0.305,1.008,0.145,0.136,0.114
0.107,0.349,0.728,0.115,0.135,0.096
0.093,0.236,0.38,0.141,0.136,0.221
0.165,0.235,0.88,0.234,0.135,0.285
0.152,0.233,0.218,0.146,0.152,0.19
0.119,0.325,0.335,0.104,0.234,0.264
0.312,0.23,0.282,0.145,0.275,0.288
0.394,0.193,0.281,0.202,0.156,0.23
0.453,0.217,0.3,0.273,0.275,0.405
0.216,0.302,0.343,0.205,0.339,0.36
0.32,0.291,0.313,0.208,0.331,0.366
0.293,0.344,0.27,0.164,0.424,0.182
0.209,0.251,0.246,0.069,0.306,0.111
0.235,0.157,0.119,0.062,0.313,0.11
0.25,0.141,0.188,0.062,0.277,0.083
0.224,0.134,0.134,0.063,0.252,0.08
0.132,0.134,0.158,0.073,0.233,0.073
0.13,0.131,0.139,0.07,0.145,0.106
0.128,0.127,0.155,0.065,0.137,0.114
0.14,0.129,0.141,0.064,0.144,0.137
0.154,0.126,0.142,0.064,0.21,0.116
0.127,0.125,0.163,0.063,0.23,0.085
0.137,0.123,0.124,0.156,0.167,0.08
0.159,0.09,0.169,0.156,0.164,0.078
0.186,0.083,0.115,0.148,0.227,0.066
0.154,0.101,0.17,0.14,0.164,0.062
0.269,0.125,0.13,0.123,0.182,0.066
0.259,0.125,0.31,0.061,0.138,0.214
0.16,0.316,0.244,0.063,0.137,0.099
0.542,0.128,0.31,0.171,0.166,0.2
0.864,0.127,0.272,0.081,0.133,0.36
0.281,0.126,0.212,0.106,0.133,0.245
0.203,0.124,0.327,0.067,0.131,0.323
0.199,0.126,0.422,0.068,0.132,0.279
0.178,0.126,0.162,0.069,0.131,0.205
0.196,0.125,0.168,0.074,0.131,0.41
0.09,0.123,0.201,0.084,0.132,0.203
0.049,0.125,0.159,0.154,0.132,0.199
0.035,0.126,0.199,0.151,0.135,0.198
0.068,0.122,0.167,0.146,0.134,0.203
0.068,0.111,0.183,0.145,0.134,0.234
0.023,0.083,0.187,0.128,0.135,0.266
0.047,0.08,0.268,0.073,0.134,0.242
0.049,0.12,0.198,0.159,0.134,0.262
0.071,0.128,0.173,0.158,0.135,0.215
0.057,0.129,0.249,0.106,0.135,0.111
0.023,0.358,0.227,0.108,0.183,0.368
0.047,0.237,0.397,0.111,0.158,0.193
0.074,0.235,1.075,0.113,0.194,0.287
0.058,0.224,0.363,0.114,0.145,0.474
0.09,0.141,0.288,0.107,0.161,0.148
0.191,0.262,0.314,0.269,0.296,0.206
0.061,0.255,0.409,0.192,0.319,0.214
0.127,0.277,0.259,0.185,0.484,0.37
0.091,0.279,0.256,0.187,0.475,0.27
0.118,0.281,0.276,0.173,0.139,0.211
0.154,0.265,0.283,0.253,0.156,0.214
0.175,0.444,0.298,0.165,0.281,0.38
0.099,0.262,0.281,0.184,0.387,0.305
0.165,0.36,0.225,0.134,0.342,0.264
0.301,0.262,0.133,0.104,0.336,0.152
0.168,0.245,0.17,0.072,0.303,0.154
0.11,0.145,0.146,0.069,0.262,0.133
0.103,0.143,0.175,0.064,0.215,0.154
0.114,0.139,0.134,0.141,0.248,0.109
0.112,0.134,0.163,0.152,0.248,0.097
0.075,0.132,0.126,0.154,0.246,0.075
0.074,0.135,0.161,0.152,0.216,0.073
0.056,0.135,0.147,0.129,0.172,0.081
0.07,0.132,0.137,0.065,0.172,0.084
0.101,0.136,0.159,0.067,0.178,0.082
0.1,0.137,0.137,0.064,0.276,0.073
0.101,0.133,0.156,0.07,0.226,0.069
0.067,0.134,0.127,0.069,0.233,0.07
0.194,0.134,0.169,0.062,0.252,0.08
0.186,0.133,0.228,0.064,0.228,0.232
0.279,0.331,0.397,0.061,0.287,0.101
0.113,0.138,0.204,0.065,0.288,0.164
0.465,0.107,0.29,0.277,0.231,0.213
0.152,0.091,0.201,0.16,0.239,0.348
0.145,0.093,0.345,0.148,0.233,0.441
0.112,0.139,0.291,0.142,0.237,0.265
0.083,0.133,0.383,0.114,0.358,0.228
0.053,0.134,0.359,0.074,0.311,0.325
0.085,0.133,0.278,0.074,0.352,0.22
0.133,0.13,0.229,0.069,0.258,0.324
0.094,0.131,0.217,0.066,0.185,0.243
0.096,0.134,0.243,0.066,0.144,0.378
0.06,0.13,0.43,0.069,0.144,0.402
0.063,0.131,0.226,0.203,0.145,0.253
0.083,0.133,0.295,0.202,0.144,0.215
0.091,0.132,0.228,0.19,0.146,0.21
0.101,0.133,0.133,0.188,0.147,0.212
0.106,0.133,0.159,0.163,0.148,0.225
0.105,0.24,0.155,0.146,0.146,0.228
0.125,0.392,0.143,0.077,0.152,0.217
0.05,0.306,0.231,0.072,0.21,0.201
0.05,0.369,0.562,0.251,0.148,0.21
0.059,0.301,0.791,0.107,0.147,0.166
0.069,0.438,0.428,0.111,0.167,0.141
0.094,0.362,0.87,0.11,0.146,0.328
0.257,0.356,0.298,0.108,0.144,0.282
0.274,0.243,0.293,0.447,0.141,0.266
0.251,0.322,0.39,0.689,0.14,0.314
0.261,0.341,0.304,0.706,0.139,0.33
0.155,0.316,0.304,0.704,0.14,0.367
0.153,0.33,0.309,0.304,0.286,0.357
0.139,0.355,0.287,0.159,0.409,0.239
0.173,0.465,0.179,0.144,0.41,0.116
0.186,0.324,0.172,0.146,0.446,0.193
0.188,0.3,0.162,0.15,0.378,0.128
0.18,0.15,0.179,0.15,0.252,0.114
0.114,0.148,0.15,0.145,0.158,0.079
0.111,0.141,0.166,0.144,0.144,0.072
0.105,0.141,0.155,0.092,0.143,0.074
0.066,0.142,0.162,0.067,0.145,0.077
0.074,0.133,0.157,0.07,0.143,0.082
0.051,0.135,0.173,0.069,0.142,0.079
0.084,0.135,0.159,0.081,0.15,0.076
0.129,0.133,0.163,0.139,0.189,0.077
0.097,0.132,0.154,0.085,0.154,0.074
0.091,0.133,0.164,0.066,0.146,0.071
0.063,0.131,0.165,0.063,0.156,0.17
0.073,0.318,0.327,0.069,0.209,0.152
0.233,0.165,0.23,0.069,0.209,0.083
0.287,0.084,0.357,0.149,0.175,0.421
0.156,0.084,0.664,0.292,0.156,0.303
0.148,0.101,0.331,0.146,0.159,0.212
0.127,0.126,0.464,0.145,0.179,0.279
0.109,0.124,0.304,0.147,0.222,0.227
0.108,0.124,0.364,0.139,0.204,0.392
0.108,0.121,0.242,0.136,0.154,0.301
0.106,0.125,0.211,0.115,0.162,0.585
0.102,0.124,0.188,0.065,0.152,0.343
0.028,0.121,0.201,0.067,0.187,0.359
0.05,0.123,0.193,0.065,0.153,0.918
0.05,0.124,0.205,0.059,0.154,0.384
0.033,0.121,0.193,0.061,0.155,0.337
0.084,0.124,0.269,0.063,0.151,0.34
0.061,0.126,0.243,0.068,0.154,0.277
0.027,0.124,0.259,0.066,0.162,0.252
0.051,0.563,0.231,0.06,0.237,0.255
0.066,0.99,0.234,0.06,0.167,0.211
0.081,0.343,0.286,0.096,0.159,0.208
0.028,1.822,0.24,0.322,0.145,0.119
0.05,1.221,0.29,0.196,0.145,0.143
0.066,0.583,0.602,0.314,0.143,0.168
0.093,0.369,0.34,0.698,0.16,0.272
0.111,0.903,0.301,0.734,0.143,0.337
0.114,0.842,0.35,0.705,0.142,0.297
0.245,1.389,0.369,0.655,0.14,0.321
0.133,0.891,0.299,0.583,0.142,0.37
0.144,0.85,0.3,0.154,0.143,0.408
0.155,0.846,0.299,0.252,0.16,0.34
0.147,0.317,0.292,0.202,0.319,0.371
0.331,0.28,0.312,0.081,0.387,0.41
0.179,0.191,0.289,0.064,0.374,0.231
0.187,0.115,0.325,0.068,0.396,0.106
0.279,0.154,0.279,0.071,0.331,0.107
0.149,0.138,0.245,0.067,0.238,0.08
0.166,0.13,0.139,0.107,0.239,0.072
0.183,0.125,0.382,0.156,0.25,0.08
0.228,0.128,0.207,0.153,0.242,0.081
0.163,0.127,0.199,0.153,0.238,0.071
0.08,0.126,0.136,0.149,0.294,0.07
0.059,0.126,0.18,0.113,0.217,0.073
0.07,0.124,0.142,0.063,0.215,0.078
0.094,0.127,0.167,0.065,0.216,0.08
0.105,0.126,0.141,0.068,0.216,0.067
0.124,0.127,0.161,0.071,0.217,0.061
0.081,0.131,0.16,0.065,0.217,0.063
0.073,0.127,0.318,0.062,0.218,0.07
0.098,0.127,0.213,0.061,0.218,0.069
0.218,0.124,0.306,0.199,0.249,0.072
0.121,0.124,0.369,0.184,0.219,0.07
0.051,0.123,0.641,0.288,0.317,0.225
0.056,0.267,0.301,0.147,0.245,0.89
0.302,0.168,0.271,0.143,0.352,0.279
0.137,0.087,0.317,0.073,0.227,0.331
0.619,0.241,0.297,0.073,0.226,0.223
0.651,0.313,0.452,0.075,0.156,0.356
0.272,0.175,0.2,0.068,0.154,0.663
0.234,0.327,0.566,0.065,0.154,1.148
0.184,0.247,0.482,0.067,0.149,0.749
0.14,0.216,0.253,0.071,0.219,0.39
0.13,0.14,0.212,0.266,0.155,0.242
0.127,0.137,0.238,0.271,0.166,0.36
0.136,0.137,0.227,0.327,0.158,0.268
0.121,0.136,0.266,0.199,0.398,0.676
0.1,0.136,0.272,0.191,1.422,0.302
0.147,0.134,0.285,0.185,0.653,0.239
0.143,0.129,0.264,0.151,0.168,0.283
0.155,0.135,0.232,0.116,0.157,0.249
0.214,0.24,0.706,0.109,0.2,0.239
0.206,0.13,0.286,0.159,0.172,0.233
0.19,0.135,0.328,0.077,0.168,0.199
0.19,0.237,0.27,0.081,0.155,1.093
0.185,0.219,0.884,0.071,0.174,0.939
0.179,0.169,0.604,0.071,0.216,0.269
0.193,0.229,0.659,0.149,0.149,0.272
0.193,0.301,0.427,0.164,0.143,0.5
0.159,0.449,0.29,0.148,0.141,0.406
0.158,0.421,0.311,0.146,0.143,0.226
0.201,0.353,0.278,0.127,0.142,0.103
0.223,0.343,0.323,0.117,0.143,0.092
0.233,0.322,0.25,0.091,0.143,0.079
0.176,0.361,0.173,0.072,0.144,0.079
0.17,0.262,0.146,0.073,0.143,0.09
0.17,0.135,0.182,0.08,0.154,0.097
0.146,0.132,0.153,0.079,0.231,0.092
0.171,0.132,0.173,0.072,0.158,0.079
0.168,0.13,0.15,0.081,0.156,0.072
0.122,0.127,0.171,0.167,0.16,0.113
0.141,0.127,0.147,0.169,0.155,0.11
0.083,0.123,0.168,0.155,0.181,0.154
0.082,0.127,0.153,0.15,0.282,0.114
0.14,0.126,0.151,0.148,0.241,0.088
0.112,0.124,0.152,0.095,0.273,0.074
0.06,0.128,0.162,0.078,0.304,0.07
0.091,0.125,0.241,0.07,0.197,0.074
0.295,0.128,0.218,0.069,0.24,0.079
0.246,0.128,0.42,0.072,0.252,0.075
0.147,0.125,0.294,0.191,0.225,0.171
0.146,0.127,0.262,0.069,0.25,0.202
0.161,0.125,0.356,0.071,0.167,0.564
0.261,0.128,0.332,0.904,0.17,0.197
0.118,0.128,0.516,0.468,0.179,0.447
0.19,0.224,0.651,0.249,0.173,0.192
0.463,0.13,0.702,0.261,0.187,0.19
0.141,0.25,0.383,0.198,0.16,0.214
0.241,0.228,0.538,0.264,0.162,0.208
0.235,0.21,0.505,0.419,0.163,0.215
0.295,0.127,0.465,0.208,0.164,0.222
0.162,0.127,0.32,0.188,0.162,0.272
0.196,0.125,0.308,0.11,0.162,1.165
